"Min,Max,Modal Price from Karnataka[Soyabean] from 01-Jan-2008To31-Dec-2008 (Total-854) (Total-854)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Data
138,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,6-Oct-08
370,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1650,1870,1750,6-Oct-08
547,Bidar,Bidar,Soyabean,Other,FAQ,1671,1749,1736,6-Oct-08
823,Haveri,Savanur,Soyabean,Other,FAQ,1650,1650,1650,6-Oct-08
137,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,7-Oct-08
369,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1600,1750,1652,7-Oct-08
546,Bidar,Bidar,Soyabean,Other,FAQ,1501,1654,1575,7-Oct-08
744,Belgaum,Nandagada,Soyabean,Soyabeen,FAQ,1780,1780,1780,7-Oct-08
674,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1840,1856,1850,8-Oct-08
48,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1690,1800,1711,10-Oct-08
136,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,10-Oct-08
47,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1550,1695,1660,11-Oct-08
368,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1400,1750,1650,11-Oct-08
545,Bidar,Bidar,Soyabean,Other,FAQ,1395,1615,1544,11-Oct-08
588,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1525,1525,1525,11-Oct-08
46,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1556,1695,1670,13-Oct-08
135,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,13-Oct-08
367,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1551,1720,1640,13-Oct-08
822,Haveri,Savanur,Soyabean,Other,FAQ,1632,1666,1649,13-Oct-08
45,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1580,1695,1670,14-Oct-08
134,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,14-Oct-08
366,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1450,1680,1600,14-Oct-08
657,Bidar,Humanabad,Soyabean,Other,Medium,1550,1590,1550,14-Oct-08
44,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1650,1700,1685,15-Oct-08
133,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,15-Oct-08
365,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1750,1650,15-Oct-08
544,Bidar,Bidar,Soyabean,Other,FAQ,1500,1665,1630,15-Oct-08
656,Bidar,Humanabad,Soyabean,Other,Medium,1600,1600,1600,15-Oct-08
673,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1710,1722,1720,15-Oct-08
846,Haveri,Shiggauv,Soyabean,Other,FAQ,1730,1740,1735,15-Oct-08
43,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1650,1690,1675,16-Oct-08
132,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,16-Oct-08
364,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1600,1720,1680,16-Oct-08
543,Bidar,Bidar,Soyabean,Other,FAQ,1472,1680,1580,16-Oct-08
587,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1621,1629,1629,16-Oct-08
821,Haveri,Savanur,Soyabean,Other,FAQ,1615,1673,1644,16-Oct-08
42,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1690,1705,1700,17-Oct-08
131,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,17-Oct-08
363,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1700,1600,17-Oct-08
542,Bidar,Bidar,Soyabean,Other,FAQ,2131,2876,2620,17-Oct-08
41,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1690,1725,1710,18-Oct-08
130,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,18-Oct-08
362,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1700,1650,18-Oct-08
541,Bidar,Bidar,Soyabean,Other,FAQ,1435,1655,1592,18-Oct-08
655,Bidar,Humanabad,Soyabean,Other,Medium,1550,1617,1600,18-Oct-08
654,Bidar,Humanabad,Soyabean,Other,Medium,1600,1600,1600,19-Oct-08
40,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1700,1735,1725,20-Oct-08
129,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,20-Oct-08
361,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1600,1750,1700,20-Oct-08
540,Bidar,Bidar,Soyabean,Other,FAQ,1559,1638,1598,20-Oct-08
820,Haveri,Savanur,Soyabean,Other,FAQ,1710,1727,1721,20-Oct-08
39,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1690,1735,1725,21-Oct-08
128,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,21-Oct-08
360,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1550,1770,1660,21-Oct-08
539,Bidar,Bidar,Soyabean,Other,FAQ,1520,1710,1701,21-Oct-08
653,Bidar,Humanabad,Soyabean,Other,Medium,1600,1600,1600,21-Oct-08
762,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,1700,1700,1700,21-Oct-08
38,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1700,1720,1715,22-Oct-08
127,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,22-Oct-08
538,Bidar,Bidar,Soyabean,Other,FAQ,1500,1693,1670,22-Oct-08
586,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1671,1671,1671,22-Oct-08
672,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1680,1706,1700,22-Oct-08
126,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,23-Oct-08
359,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1701,1650,23-Oct-08
125,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,24-Oct-08
585,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1601,1625,1611,24-Oct-08
761,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,1650,1650,1650,24-Oct-08
37,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1620,1650,1640,27-Oct-08
36,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1620,1650,1640,28-Oct-08
124,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,28-Oct-08
35,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1630,1651,1640,29-Oct-08
358,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1550,1721,1660,29-Oct-08
34,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1640,1665,1650,30-Oct-08
123,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,30-Oct-08
357,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1551,1671,1600,30-Oct-08
652,Bidar,Humanabad,Soyabean,Other,Medium,1552,1600,1575,30-Oct-08
671,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1710,1720,1710,30-Oct-08
33,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1640,1665,1650,31-Oct-08
122,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,31-Oct-08
356,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1400,1660,1600,31-Oct-08
537,Bidar,Bidar,Soyabean,Other,FAQ,1470,1641,1590,31-Oct-08
584,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1475,1627,1600,31-Oct-08
651,Bidar,Humanabad,Soyabean,Other,Medium,1600,1625,1600,31-Oct-08
650,Bidar,Humanabad,Soyabean,Other,Medium,1600,1625,1600,2-Nov-08
32,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1680,1720,1700,3-Nov-08
121,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,3-Nov-08
355,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1570,1700,1600,3-Nov-08
536,Bidar,Bidar,Soyabean,Other,FAQ,1539,1650,1600,3-Nov-08
583,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1501,1639,1621,3-Nov-08
31,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1690,1720,1710,4-Nov-08
120,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,4-Nov-08
354,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1600,1775,1661,4-Nov-08
535,Bidar,Bidar,Soyabean,Other,FAQ,1415,1669,1642,4-Nov-08
554,Dharwad,Dharwar,Soyabean,Other,FAQ,1651,1651,1651,4-Nov-08
582,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1525,1670,1600,4-Nov-08
649,Bidar,Humanabad,Soyabean,Other,Medium,1550,1600,1550,4-Nov-08
760,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,1650,1650,1650,4-Nov-08
819,Haveri,Savanur,Soyabean,Other,FAQ,1700,1700,1700,4-Nov-08
30,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1690,1745,1720,5-Nov-08
119,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,5-Nov-08
353,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1470,1701,1630,5-Nov-08
534,Bidar,Bidar,Soyabean,Other,FAQ,1570,1655,1635,5-Nov-08
648,Bidar,Humanabad,Soyabean,Other,Medium,1600,1625,1600,5-Nov-08
670,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1660,1680,1670,5-Nov-08
29,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1660,1700,1680,6-Nov-08
118,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,6-Nov-08
352,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1480,1680,1600,6-Nov-08
533,Bidar,Bidar,Soyabean,Other,FAQ,1548,1616,1580,6-Nov-08
581,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1630,1630,1630,6-Nov-08
647,Bidar,Humanabad,Soyabean,Other,Medium,1600,1690,1625,6-Nov-08
818,Haveri,Savanur,Soyabean,Other,FAQ,1700,1700,1700,6-Nov-08
28,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1600,1680,1650,7-Nov-08
117,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,7-Nov-08
351,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1490,1660,1600,7-Nov-08
532,Bidar,Bidar,Soyabean,Other,FAQ,1559,1597,1570,7-Nov-08
580,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1300,1929,1551,7-Nov-08
646,Bidar,Humanabad,Soyabean,Other,Medium,1600,1600,1600,7-Nov-08
27,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1610,1675,1650,8-Nov-08
350,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1400,1651,1600,8-Nov-08
531,Bidar,Bidar,Soyabean,Other,FAQ,1568,1620,1600,8-Nov-08
645,Bidar,Humanabad,Soyabean,Other,Medium,1550,1550,1550,8-Nov-08
817,Haveri,Savanur,Soyabean,Other,FAQ,1659,1659,1659,8-Nov-08
644,Bidar,Humanabad,Soyabean,Other,Medium,1500,1500,1500,9-Nov-08
26,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1630,1675,1660,10-Nov-08
116,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,10-Nov-08
530,Bidar,Bidar,Soyabean,Other,FAQ,1566,1605,1594,10-Nov-08
726,Belgaum,Kudchi,Soyabean,Other,FAQ,1600,1800,1740,10-Nov-08
25,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1620,1675,1660,11-Nov-08
115,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,11-Nov-08
349,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1400,1651,1600,11-Nov-08
529,Bidar,Bidar,Soyabean,Other,FAQ,1550,1616,1600,11-Nov-08
553,Dharwad,Dharwar,Soyabean,Other,FAQ,1651,2251,2201,11-Nov-08
643,Bidar,Humanabad,Soyabean,Other,Medium,1550,1600,1550,11-Nov-08
759,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,1600,1600,1600,11-Nov-08
24,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1600,1650,1635,12-Nov-08
348,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1499,1600,1530,12-Nov-08
528,Bidar,Bidar,Soyabean,Other,FAQ,1439,1571,1571,12-Nov-08
642,Bidar,Humanabad,Soyabean,Other,Medium,1500,1600,1500,12-Nov-08
669,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1680,1697,1690,12-Nov-08
23,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1500,1575,1550,13-Nov-08
114,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,13-Nov-08
347,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1420,1600,1500,13-Nov-08
641,Bidar,Humanabad,Soyabean,Other,Medium,1550,1600,1550,13-Nov-08
816,Haveri,Savanur,Soyabean,Other,FAQ,1582,1629,1606,13-Nov-08
22,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1500,1565,1540,14-Nov-08
113,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,14-Nov-08
346,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1400,1511,1450,14-Nov-08
527,Bidar,Bidar,Soyabean,Other,FAQ,1425,1579,1470,14-Nov-08
21,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1420,1470,1450,17-Nov-08
112,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,17-Nov-08
345,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1311,1421,1340,17-Nov-08
526,Bidar,Bidar,Soyabean,Other,FAQ,1310,1412,1377,17-Nov-08
815,Haveri,Savanur,Soyabean,Other,FAQ,1500,1500,1500,17-Nov-08
20,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1400,1450,1440,18-Nov-08
111,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,18-Nov-08
344,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1299,1440,1300,18-Nov-08
525,Bidar,Bidar,Soyabean,Other,FAQ,1265,1429,1375,18-Nov-08
579,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1111,1451,1387,18-Nov-08
725,Belgaum,Kudchi,Soyabean,Other,FAQ,1700,1750,1725,18-Nov-08
19,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1400,1475,1450,19-Nov-08
110,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,19-Nov-08
343,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1250,1501,1450,19-Nov-08
524,Bidar,Bidar,Soyabean,Other,FAQ,1260,1477,1440,19-Nov-08
668,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1510,1610,1590,19-Nov-08
109,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,20-Nov-08
342,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1000,1500,1450,20-Nov-08
523,Bidar,Bidar,Soyabean,Other,FAQ,1422,1465,1431,20-Nov-08
578,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1251,1455,1401,20-Nov-08
814,Haveri,Savanur,Soyabean,Other,FAQ,1503,1513,1508,20-Nov-08
18,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1400,1475,1450,21-Nov-08
108,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,21-Nov-08
341,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1350,1510,1450,21-Nov-08
522,Bidar,Bidar,Soyabean,Other,FAQ,1480,1500,1490,21-Nov-08
758,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,1450,1450,1450,21-Nov-08
17,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1500,1535,1510,22-Nov-08
107,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,22-Nov-08
340,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1440,1580,1500,22-Nov-08
521,Bidar,Bidar,Soyabean,Other,FAQ,1478,1525,1482,22-Nov-08
813,Haveri,Savanur,Soyabean,Other,FAQ,1568,1568,1568,22-Nov-08
667,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1550,1580,1570,23-Nov-08
16,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1550,1605,1590,24-Nov-08
106,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,24-Nov-08
339,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1550,1611,1581,24-Nov-08
520,Bidar,Bidar,Soyabean,Other,FAQ,1540,1550,1550,24-Nov-08
812,Haveri,Savanur,Soyabean,Other,FAQ,1521,1659,1590,24-Nov-08
15,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1590,1635,1610,25-Nov-08
105,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,25-Nov-08
338,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1450,1611,1550,25-Nov-08
552,Dharwad,Dharwar,Soyabean,Other,FAQ,1550,1550,1550,25-Nov-08
577,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1311,1560,1560,25-Nov-08
640,Bidar,Humanabad,Soyabean,Other,Medium,1400,1600,1400,25-Nov-08
811,Haveri,Savanur,Soyabean,Other,FAQ,1646,1646,1646,25-Nov-08
14,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1600,1645,1620,26-Nov-08
104,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,26-Nov-08
337,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1611,1551,26-Nov-08
519,Bidar,Bidar,Soyabean,Other,FAQ,1380,1557,1537,26-Nov-08
576,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1777,1778,1777,26-Nov-08
666,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1470,1519,1500,26-Nov-08
810,Haveri,Savanur,Soyabean,Other,FAQ,1658,1658,1658,26-Nov-08
103,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,27-Nov-08
665,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1720,1740,1730,27-Nov-08
13,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1610,1685,1650,28-Nov-08
757,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,1520,1520,1520,28-Nov-08
12,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1610,1645,1620,29-Nov-08
102,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,29-Nov-08
336,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1580,1670,1640,29-Nov-08
518,Bidar,Bidar,Soyabean,Other,FAQ,1380,1557,1537,29-Nov-08
575,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1365,1631,1625,29-Nov-08
664,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1720,1720,1720,29-Nov-08
11,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1580,1625,1600,1-Dec-08
101,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,1-Dec-08
335,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1600,1702,1640,1-Dec-08
517,Bidar,Bidar,Soyabean,Other,FAQ,1570,1600,1594,1-Dec-08
574,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1561,1581,1581,1-Dec-08
809,Haveri,Savanur,Soyabean,Other,FAQ,1625,6171,1646,1-Dec-08
1,Bidar,Aurad,Soyabean,Soyabeen,FAQ,1620,1640,1640,2-Dec-08
10,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1600,1635,1610,2-Dec-08
100,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,2-Dec-08
334,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1550,1660,1600,2-Dec-08
516,Bidar,Bidar,Soyabean,Other,FAQ,1581,1595,1595,2-Dec-08
573,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1585,1635,1627,2-Dec-08
99,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,3-Dec-08
333,Bidar,Basava Kalayana,Soyabean,Other,FAQ,2001,2281,2101,3-Dec-08
639,Bidar,Humanabad,Soyabean,Other,Medium,1600,1643,1600,3-Dec-08
663,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1610,1665,1640,3-Dec-08
98,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,4-Dec-08
332,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1450,1640,1550,4-Dec-08
662,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1700,1723,1710,4-Dec-08
9,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1520,1575,1560,5-Dec-08
97,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,5-Dec-08
331,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1600,1550,5-Dec-08
638,Bidar,Humanabad,Soyabean,Other,Medium,1600,1625,1600,5-Dec-08
8,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1500,1555,1540,6-Dec-08
96,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,6-Dec-08
330,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1640,1550,6-Dec-08
515,Bidar,Bidar,Soyabean,Other,FAQ,1520,1550,1535,6-Dec-08
756,Belgaum,Sankeshwar,Soyabean,Soyabeen,FAQ,1550,1550,1550,6-Dec-08
808,Haveri,Savanur,Soyabean,Other,FAQ,1649,1649,1649,6-Dec-08
7,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1520,1575,1550,8-Dec-08
95,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,8-Dec-08
329,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1401,1621,1550,8-Dec-08
661,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1680,1711,1700,8-Dec-08
6,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1600,1675,1650,10-Dec-08
94,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,10-Dec-08
328,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1580,1690,1620,10-Dec-08
514,Bidar,Bidar,Soyabean,Other,FAQ,1573,1590,1580,10-Dec-08
572,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1711,1712,1711,10-Dec-08
746,Belgaum,Nippani,Soyabean,Soyabeen,FAQ,1400,1600,1500,10-Dec-08
5,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1700,1715,1705,11-Dec-08
93,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,11-Dec-08
327,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1750,1700,11-Dec-08
571,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1711,1712,1711,11-Dec-08
660,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1721,1721,1721,11-Dec-08
4,Belgaum,Bailahongal,Soyabean,Soyabeen,FAQ,1700,1715,1705,12-Dec-08
92,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,12-Dec-08
326,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1500,1700,1600,12-Dec-08
570,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1650,1711,1711,12-Dec-08
325,Bidar,Basava Kalayana,Soyabean,Other,FAQ,950,1027,1000,13-Dec-08
513,Bidar,Bidar,Soyabean,Other,FAQ,1620,1640,1630,13-Dec-08
569,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,FAQ,1321,1673,1575,13-Dec-08
637,Bidar,Humanabad,Soyabean,Other,Medium,1550,1550,1550,13-Dec-08
659,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1760,1785,1770,13-Dec-08
636,Bidar,Humanabad,Soyabean,Other,Medium,1500,1600,1500,14-Dec-08
91,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,15-Dec-08
324,Bidar,Basava Kalayana,Soyabean,Other,FAQ,1600,1701,1650,15-Dec-08
568,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1620,1631,1631,15-Dec-08
658,Dharwad,Kalagategi,Soyabean,Soyabeen,FAQ,1780,1810,1800,15-Dec-08
90,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,16-Dec-08
551,Dharwad,Dharwar,Soyabean,Other,FAQ,1655,1655,1655,16-Dec-08
567,Dharwad,Hubli (Amaragol),Soyabean,Soyabeen,Medium,1500,1601,1601,16-Dec-08
807,Haveri,Savanur,Soyabean,Other,FAQ,1611,1611,1611,16-Dec-08
89,Bangalore,Bangalore,Soyabean,Other,FAQ,3000,3500,3270,17-Dec-08
